date,calendar_year,density_280_kg_m3,temperature_280_K,f107_sfu,ap_nt
2001-03-31,2001.245722,6.10753506299493e-11,1169.951754958956,nan,nan
2001-04-05,2001.259411,6.592065698195911e-11,1217.9567223653123,nan,nan
2001-04-10,2001.273101,5.494391301531945e-11,1116.135798416799,nan,nan
2001-04-15,2001.286790,4.36820399322556e-11,1011.8960701348692,nan,nan
2001-04-20,2001.300479,3.730879740758623e-11,951.1890789751963,nan,nan
2001-04-25,2001.314168,4.320103872414171e-11,1010.6857205271459,nan,nan
2001-04-30,2001.327858,4.8781351897155236e-11,1073.6327393864835,nan,nan
2001-05-05,2001.341547,4.3696249561084695e-11,1030.5324711692958,nan,nan
2001-05-10,2001.355236,5.050801404181521e-11,1103.3445049221077,nan,nan
2001-05-15,2001.368925,3.384843020636472e-11,940.3533339837749,nan,nan
2001-05-20,2001.382615,3.3923799266460447e-11,948.5183497358486,nan,nan
2001-05-25,2001.396304,3.66732537638582e-11,984.0950109888402,nan,nan
2001-05-30,2001.409993,4.130679689428506e-11,1041.683210336968,nan,nan
2001-06-04,2001.423682,3.375724643516891e-11,962.6004871516126,nan,nan
2001-06-09,2001.437372,3.6477201131152465e-11,996.8499687100018,nan,nan
2001-06-14,2001.451061,3.626950546595628e-11,998.6010902175254,nan,nan
2001-06-19,2001.464750,4.4910508050196666e-11,1103.5704771162439,nan,nan
2001-06-24,2001.478439,3.805537383633224e-11,1031.412054629313,nan,nan
2001-06-29,2001.492129,3.2314000497471084e-11,968.9603009209932,nan,nan
2001-07-04,2001.505818,3.107820524164797e-11,960.2315542356741,nan,nan
2001-07-09,2001.519507,3.0011895566019256e-11,948.8561057022922,nan,nan
2001-07-14,2001.533196,2.732860463531013e-11,919.9445531433479,nan,nan
2001-07-19,2001.546886,3.239539412313072e-11,985.7694759426915,nan,nan
2001-07-24,2001.560575,3.072416919720998e-11,967.2740865474865,nan,nan
2001-07-29,2001.574264,2.4714944326258408e-11,890.4928170951528,nan,nan
2001-08-03,2001.587953,2.6953054412537457e-11,919.587927281612,nan,nan
2001-08-08,2001.601643,3.030195441343873e-11,963.3514529501092,nan,nan
2001-08-13,2001.615332,3.7043346159646454e-11,1051.9127312663993,nan,nan
2001-08-18,2001.629021,4.5884808546098104e-11,1186.3855101170557,nan,nan
2001-08-23,2001.642710,3.511014834979956e-11,1059.3408644170372,nan,nan
2001-08-28,2001.656400,3.632766997624615e-11,1064.49075149667,nan,nan
2001-09-02,2001.670089,3.551490881811048e-11,1041.6661479232719,nan,nan
2001-09-07,2001.683778,3.901110663468319e-11,1072.7838987760558,nan,nan
2001-09-12,2001.697467,4.604902346540907e-11,1161.6688848971394,nan,nan
2001-09-17,2001.711157,4.604955544154653e-11,1149.653613034238,nan,nan
2001-09-22,2001.724846,4.2343345873589165e-11,1090.3663160680464,nan,nan
2001-09-27,2001.738535,5.298133458436531e-11,1212.4256819017774,nan,nan
2001-10-02,2001.752225,5.7364367939840315e-11,1271.6048197299233,nan,nan
2001-10-07,2001.765914,4.5730762993067685e-11,1118.7207828949427,nan,nan
2001-10-12,2001.779603,5.618098805511393e-11,1209.7510201555956,nan,nan
2001-10-17,2001.793292,5.207222440761939e-11,1138.0948037080414,nan,nan
2001-10-22,2001.806982,8.0362740752535e-11,1425.9586898417979,nan,nan
2001-10-27,2001.820671,5.992242228083132e-11,1187.5807420891242,nan,nan
2001-11-01,2001.834360,6.313702933099531e-11,1216.8398527449895,nan,nan
2001-11-06,2001.848049,6.499042451086426e-11,1225.0804101132467,nan,nan
2001-11-11,2001.861739,5.79692185881728e-11,1150.593445036492,nan,nan
2001-11-16,2001.875428,6.104806288000715e-11,1197.3837851280775,nan,nan
2001-11-21,2001.889117,4.625974811352627e-11,1070.953514788344,nan,nan
2001-11-26,2001.902806,4.900210644786892e-11,1116.5152712989513,nan,nan
2001-12-01,2001.916496,4.6494006206344836e-11,1093.0538838677417,nan,nan
2001-12-06,2001.930185,5.165205702411979e-11,1169.388320606637,nan,nan
2001-12-11,2001.943874,4.830448763212819e-11,1141.397048046489,nan,nan
2001-12-16,2001.957563,4.7569015747397295e-11,1133.7058982473936,nan,nan
2001-12-21,2001.971253,4.663144897320929e-11,1123.7499221134076,nan,nan
2001-12-26,2001.984942,5.224869995451025e-11,1192.2848644972846,nan,nan
2001-12-31,2001.998631,5.4187821842660656e-11,1223.6721746344801,nan,nan
2002-01-05,2002.012320,4.776614381575737e-11,1158.2764454709995,nan,nan
2002-01-10,2002.026010,4.3774332985082594e-11,1114.5015602270835,nan,nan
2002-01-15,2002.039699,4.9244072558946045e-11,1157.8230117156422,nan,nan
2002-01-20,2002.053388,5.4982564055440754e-11,1211.8432109346206,nan,nan
2002-01-25,2002.067077,5.302482094887602e-11,1173.1458548877617,nan,nan
2002-01-30,2002.080767,5.5374957387998175e-11,1183.0532190533274,nan,nan
2002-02-04,2002.094456,5.340603924442239e-11,1144.2958927055681,nan,nan
2002-02-09,2002.108145,5.561752797202358e-11,1139.245647317171,nan,nan
2002-02-14,2002.121834,5.7490746221267955e-11,1143.3808319684006,nan,nan
2002-02-19,2002.135524,5.511354057292128e-11,1114.3155002696753,nan,nan
2002-02-24,2002.149213,5.087619277169943e-11,1068.590905125889,nan,nan
2002-03-01,2002.162902,5.74844696001285e-11,1126.746907538689,nan,nan
2002-03-06,2002.176591,5.8565494457394e-11,1132.6600942571588,nan,nan
2002-03-11,2002.190281,4.976891601096846e-11,1047.0418638089122,nan,nan
2002-03-16,2002.203970,5.117002434175949e-11,1051.7890860784237,nan,nan
2002-03-21,2002.217659,6.088843015528312e-11,1133.9849939403516,nan,nan
2002-03-26,2002.231348,5.4425837323820014e-11,1074.199302741647,nan,nan
2002-03-31,2002.245038,5.5303721977499565e-11,1081.4540166116728,nan,nan
2002-04-05,2002.258727,4.8655575358587075e-11,1024.3147571148922,nan,nan
2002-04-10,2002.272416,5.326897812311704e-11,1068.706223716942,nan,nan
2002-04-15,2002.286105,6.22491005847035e-11,1156.891291992423,nan,nan
2002-04-20,2002.299795,7.148063273052008e-11,1255.2025185199982,nan,nan
2002-04-25,2002.313484,5.158231393434326e-11,1074.5259439341357,nan,nan
2002-04-30,2002.327173,4.7273189990556436e-11,1042.051688261958,nan,nan
2002-05-05,2002.340862,4.633647905514467e-11,1042.813295327135,nan,nan
2002-05-10,2002.354552,4.6588496522357456e-11,1055.929385962306,nan,nan
2002-05-15,2002.368241,5.125666516878403e-11,1109.3677268647377,nan,nan
2002-05-20,2002.381930,3.563437602161673e-11,955.2421671345058,nan,nan
2002-05-25,2002.395619,3.8073161679731086e-11,988.2952392143709,nan,nan
2002-05-30,2002.409309,4.173704807943646e-11,1034.3735116288808,nan,nan
2002-06-04,2002.422998,3.90756703505675e-11,1015.7191784351612,nan,nan
2002-06-09,2002.436687,4.1649040068474865e-11,1056.9828104221042,nan,nan
2002-06-14,2002.450376,3.317197762923366e-11,976.1828276099318,nan,nan
2002-06-19,2002.464066,3.3868818629400395e-11,1001.5709397600243,nan,nan
2002-06-24,2002.477755,3.157891585882583e-11,990.2933012674528,nan,nan
2002-06-29,2002.491444,2.926081425841268e-11,969.973477247396,nan,nan
2002-07-04,2002.505133,2.8490799446782672e-11,961.6995867187676,nan,nan
2002-07-09,2002.518823,2.767978832311988e-11,958.8547050616768,nan,nan
2002-07-14,2002.532512,2.6119124368727682e-11,948.0681363718874,nan,nan
2002-07-19,2002.546201,2.7990139390250004e-11,980.8236621567544,nan,nan
2002-07-24,2002.559890,3.403832341771022e-11,1072.3118050671555,nan,nan
2002-07-29,2002.573580,3.5912977537264756e-11,1106.1168264229714,nan,nan
2002-08-03,2002.587269,3.50475326469612e-11,1101.7571895952392,nan,nan
2002-08-08,2002.600958,2.5921453371283422e-11,973.3510792816213,nan,nan
2002-08-13,2002.614648,2.8967404156478382e-11,1014.6268377273028,nan,nan
2002-08-18,2002.628337,3.554801289429207e-11,1102.859761315616,nan,nan
2002-08-23,2002.642026,3.7774454793620016e-11,1122.8608239020843,nan,nan
2002-08-28,2002.655715,3.4908503234755106e-11,1064.5912147508614,nan,nan
2002-09-02,2002.669405,3.3130132180637044e-11,1014.9008656375227,nan,nan
2002-09-07,2002.683094,3.666870058513776e-11,1031.1285207991587,nan,nan
2002-09-12,2002.696783,5.685185480808463e-11,1237.626333494957,nan,nan
2002-09-17,2002.710472,4.324816333021119e-11,1069.2198930874688,nan,nan
2002-09-22,2002.724162,4.24094710862517e-11,1050.2458798686148,nan,nan
2002-09-27,2002.737851,3.6724013574441574e-11,975.3955266204778,nan,nan
2002-10-02,2002.751540,5.2913058323126787e-11,1128.829725360181,nan,nan
2002-10-07,2002.765229,3.522393131327581e-11,942.8297660874347,nan,nan
2002-10-12,2002.778919,4.4609749281415535e-11,1034.12160023426,nan,nan
2002-10-17,2002.792608,4.9086655717562596e-11,1069.6680303057879,nan,nan
2002-10-22,2002.806297,4.398134812158405e-11,1015.7032574818306,nan,nan
2002-10-27,2002.819986,4.554192861101153e-11,1026.3600505364402,nan,nan
2002-11-01,2002.833676,4.727509398178644e-11,1041.350732372195,nan,nan
2002-11-06,2002.847365,4.766453299683374e-11,1045.6870046750287,nan,nan
2002-11-11,2002.861054,4.56949738053799e-11,1032.2945579671589,nan,nan
2002-11-16,2002.874743,4.2050220487286597e-11,999.9997121849906,nan,nan
2002-11-21,2002.888433,5.362017233668258e-11,1115.175700334545,nan,nan
2002-11-26,2002.902122,4.085187829847176e-11,994.1161432019139,nan,nan
2002-12-01,2002.915811,3.816662091007994e-11,973.3106042957317,nan,nan
2002-12-06,2002.929500,3.808514417202627e-11,977.72959409134,nan,nan
2002-12-11,2002.943190,3.843086610406933e-11,981.9005915320824,nan,nan
2002-12-16,2002.956879,3.9145480786541413e-11,991.9388160841993,nan,nan
2002-12-21,2002.970568,5.50126663833634e-11,1157.17555596085,nan,nan
2002-12-26,2002.984257,3.7631457504298e-11,978.9821481040495,nan,nan
2002-12-31,2002.997947,2.887830831556045e-11,885.2083777600692,nan,nan
2003-01-05,2003.011636,3.050627142770112e-11,901.9278871237905,nan,nan
2003-01-10,2003.025325,3.3411248163316764e-11,931.6085052179567,nan,nan
2003-01-15,2003.039014,3.7149859288460483e-11,971.8479102426606,nan,nan
2003-01-20,2003.052704,3.806449771958643e-11,983.6967392064978,nan,nan
2003-01-25,2003.066393,3.3633312928118584e-11,940.6524356914339,nan,nan
2003-01-30,2003.080082,3.312860834328254e-11,928.5156844652508,nan,nan
2003-02-04,2003.093771,3.2309392994527407e-11,916.4121294196004,nan,nan
2003-02-09,2003.107461,3.379249168012577e-11,934.1001613132576,nan,nan
2003-02-14,2003.121150,2.9381530709158286e-11,886.8669936998501,nan,nan
2003-02-19,2003.134839,2.850820054749875e-11,876.1384458906455,nan,nan
2003-02-24,2003.148528,2.4463540819231436e-11,828.0227256545868,nan,nan
2003-03-01,2003.162218,3.1108340211964736e-11,897.2203684706113,nan,nan
2003-03-06,2003.175907,3.87032768744622e-11,972.1765766484981,nan,nan
2003-03-11,2003.189596,3.994837558886455e-11,979.939116832649,nan,nan
2003-03-16,2003.203285,3.714111093646066e-11,950.4192781904154,nan,nan
2003-03-21,2003.216975,3.2066782674128265e-11,897.3398743395339,nan,nan
2003-03-26,2003.230664,2.167288313952863e-11,788.7482469456113,nan,nan
2003-03-31,2003.244353,4.163879459482389e-11,997.9751105457523,nan,nan
2003-04-05,2003.258042,4.121225911616957e-11,993.525295761009,nan,nan
2003-04-10,2003.271732,3.14193679713545e-11,896.0811332342512,nan,nan
2003-04-15,2003.285421,2.944498333111548e-11,874.396367540463,nan,nan
2003-04-20,2003.299110,2.636459306463649e-11,843.7105637519414,nan,nan
2003-04-25,2003.312799,3.7992949629329174e-11,967.966428295829,nan,nan
2003-04-30,2003.326489,4.1586966301384796e-11,1010.377687426507,nan,nan
2003-05-05,2003.340178,2.8119216073618307e-11,880.8081469070196,nan,nan
2003-05-10,2003.353867,2.7816459838506662e-11,882.3984670285547,nan,nan
2003-05-15,2003.367556,2.96308213135214e-11,907.4945770031417,nan,nan
2003-05-20,2003.381246,2.6947427403972415e-11,884.3931897375767,nan,nan
2003-05-25,2003.394935,3.393965675515578e-11,973.8274510657773,nan,nan
2003-05-30,2003.408624,4.295722418342553e-11,1089.3579379521796,nan,nan
2003-06-04,2003.422313,2.7169835599631485e-11,912.6449584321607,nan,nan
2003-06-09,2003.436003,2.9783019818873636e-11,953.0985798247875,nan,nan
2003-06-14,2003.449692,2.6786931356986128e-11,923.8906303175256,nan,nan
2003-06-19,2003.463381,3.418112361012234e-11,1022.3347449171524,nan,nan
2003-06-24,2003.477070,2.3739904258639515e-11,893.2526436436101,nan,nan
2003-06-29,2003.490760,2.8705913300098673e-11,967.003056817016,nan,nan
2003-07-04,2003.504449,2.7116437548551102e-11,954.6164218118158,nan,nan
2003-07-09,2003.518138,2.1391900744406628e-11,880.8294523184607,nan,nan
2003-07-14,2003.531828,2.5914702501626875e-11,947.7433328361798,nan,nan
2003-07-19,2003.545517,2.4465540309803387e-11,925.7940318085648,nan,nan
2003-07-24,2003.559206,2.7410756578676136e-11,955.4188665983945,nan,nan
2003-07-29,2003.572895,2.519490294252776e-11,919.9412109222557,nan,nan
2003-08-03,2003.586585,2.322933965883314e-11,888.806001975287,nan,nan
2003-08-08,2003.600274,2.845864725932788e-11,953.1212265042781,nan,nan
2003-08-13,2003.613963,2.7015313371306536e-11,928.3128657237739,nan,nan
2003-08-18,2003.627652,2.630819073734389e-11,912.4438628108027,nan,nan
2003-08-23,2003.641342,2.9548719342994494e-11,945.9271587550021,nan,nan
2003-08-28,2003.655031,2.439393525743427e-11,874.0381128922495,nan,nan
2003-09-02,2003.668720,2.6674343719281932e-11,891.2121469613304,nan,nan
2003-09-07,2003.682409,2.3721105668248108e-11,847.1553639415047,nan,nan
2003-09-12,2003.696099,2.357572099493737e-11,840.2343245749896,nan,nan
2003-09-17,2003.709788,2.7068065872102566e-11,881.4727375494161,nan,nan
2003-09-22,2003.723477,2.7692010530312532e-11,895.806709086274,nan,nan
2003-09-27,2003.737166,3.0993783194629014e-11,930.8733710566235,nan,nan
2003-10-02,2003.750856,2.828907598405686e-11,891.6823231937905,nan,nan
2003-10-07,2003.764545,2.7354271279368072e-11,876.1155098344495,nan,nan
2003-10-12,2003.778234,2.2143493216709657e-11,815.128391746937,nan,nan
2003-10-17,2003.791923,3.032962400633541e-11,910.8386361803668,nan,nan
2003-10-22,2003.805613,3.5017154619613594e-11,962.088334120813,nan,nan
2003-10-27,2003.819302,3.3309735478382764e-11,941.863137439785,nan,nan
2003-11-01,2003.832991,4.866796346310102e-11,1102.7627717310606,nan,nan
2003-11-06,2003.846680,3.49718476924118e-11,959.7165802287632,nan,nan
2003-11-11,2003.860370,2.753406097298269e-11,880.738416199239,nan,nan
2003-11-16,2003.874059,3.123174128129793e-11,925.0324448985848,nan,nan
2003-11-21,2003.887748,5.7506709670256564e-11,1216.1370431383834,nan,nan
2003-11-26,2003.901437,3.789993880699648e-11,1011.3922077441225,nan,nan
2003-12-01,2003.915127,3.8771426351876676e-11,1033.9066588042142,nan,nan
2003-12-06,2003.928816,3.317686778939652e-11,972.148950712266,nan,nan
2003-12-11,2003.942505,2.6957322623618962e-11,888.6339946977935,nan,nan
2003-12-16,2003.956194,2.231085431212531e-11,829.1539473759422,nan,nan
2003-12-21,2003.969884,3.214598358175867e-11,947.9514303676943,nan,nan
2003-12-26,2003.983573,2.8161947346596124e-11,906.2281427233802,nan,nan
2003-12-31,2003.997262,2.3153216927453735e-11,848.1869884166646,nan,nan
2004-01-05,2004.010951,2.5193776655325172e-11,870.4995352188603,nan,nan
2004-01-10,2004.024641,2.4038404412784776e-11,853.8270243154609,nan,nan
2004-01-15,2004.038330,2.095190504370312e-11,815.6160802397579,nan,nan
2004-01-20,2004.052019,2.8692821325903232e-11,911.8460580138103,nan,nan
2004-01-25,2004.065708,2.9449564203960495e-11,919.9102385961814,nan,nan
2004-01-30,2004.079398,1.6784786760844898e-11,761.329933084689,nan,nan
2004-02-04,2004.093087,2.2525487491683996e-11,834.9902107978867,nan,nan
2004-02-09,2004.106776,1.888392617836128e-11,787.0698198868329,nan,nan
2004-02-14,2004.120465,2.7054732476124354e-11,883.7336986083192,nan,nan
2004-02-19,2004.134155,2.4535367788590673e-11,847.7497875084524,nan,nan
2004-02-24,2004.147844,2.1540697677074976e-11,806.0627618781712,nan,nan
2004-02-29,2004.161533,2.4936571913187293e-11,840.4180611651093,nan,nan
2004-03-05,2004.175222,2.0216036463309375e-11,781.2061077551339,nan,nan
2004-03-10,2004.188912,3.6907147044684115e-11,959.6491190445065,nan,nan
2004-03-15,2004.202601,2.332645473079183e-11,812.6569490808629,nan,nan
2004-03-20,2004.216290,2.355569238417027e-11,812.1132920148989,nan,nan
2004-03-25,2004.229979,2.3178617150209912e-11,805.1288150166481,nan,nan
2004-03-30,2004.243669,3.204980990227723e-11,897.8487614756685,nan,nan
2004-04-04,2004.257358,4.0856033533627984e-11,985.842223191468,nan,nan
2004-04-09,2004.271047,2.4692528301567604e-11,821.9890385564954,nan,nan
2004-04-14,2004.284736,2.0438875622975865e-11,774.4997432012728,nan,nan
2004-04-19,2004.298426,2.3309457183796144e-11,809.2371459158267,nan,nan
2004-04-24,2004.312115,2.904117440749973e-11,874.0228378585023,nan,nan
2004-04-29,2004.325804,2.607871601718706e-11,846.3490639848351,nan,nan
2004-05-04,2004.339493,2.11234216931692e-11,794.3218807991491,nan,nan
2004-05-09,2004.353183,1.957803185273897e-11,781.013667897277,nan,nan
2004-05-14,2004.366872,2.0198104903140973e-11,794.8383429924356,nan,nan
2004-05-19,2004.380561,2.0063505252072943e-11,799.7783959016741,nan,nan
2004-05-24,2004.394251,2.1649820650468965e-11,826.9316526641819,nan,nan
2004-05-29,2004.407940,1.9964549926959546e-11,812.5023390649251,nan,nan
2004-06-03,2004.421629,1.9450751741252104e-11,813.0703585598867,nan,nan
2004-06-08,2004.435318,1.637446864858502e-11,777.9587736619991,nan,nan
2004-06-13,2004.449008,1.4521047054461932e-11,758.6714291843878,nan,nan
2004-06-18,2004.462697,1.813359127054206e-11,822.7432682423257,nan,nan
2004-06-23,2004.476386,1.63029780471698e-11,801.5858641427963,nan,nan
2004-06-28,2004.490075,1.667792334439138e-11,811.9259506159829,nan,nan
2004-07-03,2004.503765,1.5461763348937495e-11,797.2902902813626,nan,nan
2004-07-08,2004.517454,1.2226862686870444e-11,746.9886538693697,nan,nan
2004-07-13,2004.531143,1.5263644634272046e-11,803.5162248631716,nan,nan
2004-07-18,2004.544832,1.9915063208186562e-11,881.3232479988208,nan,nan
2004-07-23,2004.558522,2.9411985290528915e-11,1024.646358101604,nan,nan
2004-07-28,2004.572211,2.754333379920932e-11,994.3690788561836,nan,nan
2004-08-02,2004.585900,1.3356151991652862e-11,769.4795102118546,nan,nan
2004-08-07,2004.599589,1.3500681087203717e-11,769.1277929185928,nan,nan
2004-08-12,2004.613279,1.87070214388882e-11,851.3738920222867,nan,nan
2004-08-17,2004.626968,2.038707253964253e-11,872.6110326355554,nan,nan
2004-08-22,2004.640657,2.030534600791583e-11,864.7146573031745,nan,nan
2004-08-27,2004.654346,1.805936784444067e-11,820.5110361424545,nan,nan
2004-09-01,2004.668036,1.9216451259571062e-11,824.5480298833277,nan,nan
2004-09-06,2004.681725,1.9894896501066315e-11,821.6445325619807,nan,nan
2004-09-11,2004.695414,1.8043104830287996e-11,788.902190153359,nan,nan
2004-09-16,2004.709103,2.4404551779039852e-11,865.5346078989364,nan,nan
2004-09-21,2004.722793,2.033125617536047e-11,809.0088394542295,nan,nan
2004-09-26,2004.736482,1.6923381680385217e-11,758.0076558364194,nan,nan
2004-10-01,2004.750171,1.652662531665607e-11,749.1698161791587,nan,nan
2004-10-06,2004.763860,1.7707064273823677e-11,760.263724501687,nan,nan
2004-10-11,2004.777550,1.833603889322233e-11,765.6324806314846,nan,nan
2004-10-16,2004.791239,1.9289789514011667e-11,774.6679143174049,nan,nan
2004-10-21,2004.804928,2.569627231365587e-11,846.3235452385289,nan,nan
2004-10-26,2004.818617,2.7895664921141166e-11,868.1365434799275,nan,nan
2004-10-31,2004.832307,2.902945662475762e-11,879.4106851358348,nan,nan
2004-11-05,2004.845996,2.410003085778294e-11,825.8008302273275,nan,nan
2004-11-10,2004.859685,4.844115756609918e-11,1079.5075667245126,nan,nan
2004-11-15,2004.873374,2.0559182378465343e-11,788.1303947625013,nan,nan
2004-11-20,2004.887064,2.0965566516615576e-11,795.5106692219331,nan,nan
2004-11-25,2004.900753,2.1938746805781522e-11,810.226542319959,nan,nan
2004-11-30,2004.914442,2.571920079694524e-11,856.6072690516532,nan,nan
2004-12-05,2004.928131,1.6606006543115015e-11,747.3367489695443,nan,nan
2004-12-10,2004.941821,1.8183616855462356e-11,771.8827145500111,nan,nan
2004-12-15,2004.955510,1.632604633957205e-11,748.3286914005317,nan,nan
2004-12-20,2004.969199,1.3373411078047912e-11,705.3466093317536,nan,nan
2004-12-25,2004.982888,1.840460459312771e-11,775.6864121192724,nan,nan
2004-12-30,2004.996578,2.0552598566127636e-11,804.8576398207019,nan,nan
2005-01-04,2005.010267,2.3635655857492634e-11,845.1805317646972,nan,nan
2005-01-09,2005.023956,1.6949739893399757e-11,761.530056795079,nan,nan
2005-01-14,2005.037645,2.115169428444164e-11,816.7064500506958,nan,nan
2005-01-19,2005.051335,3.9153300266668373e-11,1024.3659296756948,nan,nan
2005-01-24,2005.065024,2.5926867792206226e-11,873.9662310216461,nan,nan
2005-01-29,2005.078713,1.5641910752510248e-11,742.0102100011961,nan,nan
2005-02-03,2005.092402,1.856771444631371e-11,779.7248527938656,nan,nan
2005-02-08,2005.106092,2.2402201450582594e-11,826.0110912516202,nan,nan
2005-02-13,2005.119781,1.930056456913055e-11,783.897707220831,nan,nan
2005-02-18,2005.133470,2.268698979984179e-11,822.6748297426623,nan,nan
2005-02-23,2005.147159,1.776641833270048e-11,758.789982610806,nan,nan
2005-02-28,2005.160849,1.553529189939468e-11,723.2733427818566,nan,nan
2005-03-05,2005.174538,1.3751842897903115e-11,694.5411578955495,nan,nan
2005-03-10,2005.188227,2.3234952618855498e-11,809.3317832923296,nan,nan
2005-03-15,2005.201916,2.4602800799799062e-11,821.2418633885306,nan,nan
2005-03-20,2005.215606,1.7591062998369918e-11,738.8438876707655,nan,nan
2005-03-25,2005.229295,1.8151147300356266e-11,745.4648117722415,nan,nan
2005-03-30,2005.242984,1.6778533929969632e-11,727.8966126292933,nan,nan
2005-04-04,2005.256674,1.6489286821898383e-11,725.5358744363016,nan,nan
2005-04-09,2005.270363,1.7726355263464882e-11,742.2391322260492,nan,nan
2005-04-14,2005.284052,2.880417739913309e-11,867.258813980463,nan,nan
2005-04-19,2005.297741,1.9573889427194845e-11,766.6297576032496,nan,nan
2005-04-24,2005.311431,1.8677729732826722e-11,757.806860583742,nan,nan
2005-04-29,2005.325120,1.7737734763407645e-11,749.4652348857336,nan,nan
2005-05-04,2005.338809,2.2769436437341415e-11,816.7224655607538,nan,nan
2005-05-09,2005.352498,3.699772234023296e-11,980.8674362008462,nan,nan
2005-05-14,2005.366188,2.7465426010664264e-11,885.4405325214503,nan,nan
2005-05-19,2005.379877,1.9937770789776407e-11,801.0577196428243,nan,nan
2005-05-24,2005.393566,1.707970607710461e-11,770.0516897684815,nan,nan
2005-05-29,2005.407255,2.173633359582757e-11,840.7766105142184,nan,nan
2005-06-03,2005.420945,1.864708449953083e-11,807.1122341662805,nan,nan
2005-06-08,2005.434634,1.880804989874394e-11,816.0204728936541,nan,nan
2005-06-13,2005.448323,3.358090535283646e-11,1016.4965687659582,nan,nan
2005-06-18,2005.462012,1.721874974335045e-11,803.8089751397436,nan,nan
2005-06-23,2005.475702,1.3161200095041257e-11,744.1859703820626,nan,nan
2005-06-28,2005.489391,1.2864543124378838e-11,742.3581866120325,nan,nan
2005-07-03,2005.503080,1.7681203535001027e-11,823.9837427635039,nan,nan
2005-07-08,2005.516769,1.9672029701477597e-11,858.2203993766412,nan,nan
2005-07-13,2005.530459,2.0306374067899737e-11,871.1634766340519,nan,nan
2005-07-18,2005.544148,1.5652066080040373e-11,800.0907336949527,nan,nan
2005-07-23,2005.557837,1.4295212663970044e-11,775.3006854310806,nan,nan
2005-07-28,2005.571526,1.419294680268418e-11,770.9743677277922,nan,nan
2005-08-02,2005.585216,1.9521996175806395e-11,852.4872984570156,nan,nan
2005-08-07,2005.598905,1.949677341082809e-11,850.9968315953912,nan,nan
2005-08-12,2005.612594,1.127344768188905e-11,714.9608870457918,nan,nan
2005-08-17,2005.626283,1.2379347528454376e-11,728.5025839265188,nan,nan
2005-08-22,2005.639973,2.0465445171587473e-11,846.1276859490823,nan,nan
2005-08-27,2005.653662,1.5726715023810756e-11,771.6166597589224,nan,nan
2005-09-01,2005.667351,3.138391993882282e-11,971.5720636612589,nan,nan
2005-09-06,2005.681040,1.4262446154879582e-11,737.0452383751203,nan,nan
2005-09-11,2005.694730,2.3508729102729403e-11,855.6613341660365,nan,nan
2005-09-16,2005.708419,2.7374456393228996e-11,893.745600750711,nan,nan
2005-09-21,2005.722108,1.745701964431697e-11,764.5507315788848,nan,nan
2005-09-26,2005.735797,1.6241717358850372e-11,743.0785971873569,nan,nan
2005-10-01,2005.749487,1.55314110598798e-11,727.9277112526617,nan,nan
2005-10-06,2005.763176,1.363699201527651e-11,697.5130116131077,nan,nan
2005-10-11,2005.776865,1.4769478613038916e-11,712.9919693537678,nan,nan
2005-10-16,2005.790554,1.3738087843730637e-11,698.2075918300523,nan,nan
2005-10-21,2005.804244,1.4386660936441023e-11,705.0581024669618,nan,nan
2005-10-26,2005.817933,1.8538188739504624e-11,756.5766351861681,nan,nan
2005-10-31,2005.831622,1.3312138291929183e-11,686.6874989132314,nan,nan
2005-11-05,2005.845311,1.91678692058349e-11,764.3436987286009,nan,nan
2005-11-10,2005.859001,1.5073909595171596e-11,714.1990942244813,nan,nan
2005-11-15,2005.872690,1.480233785029128e-11,712.4042854137288,nan,nan
2005-11-20,2005.886379,2.2038668905785466e-11,805.4605413898691,nan,nan
2005-11-25,2005.900068,1.724796824717572e-11,749.1208240552314,nan,nan
2005-11-30,2005.913758,1.5669702746889262e-11,731.0105480057794,nan,nan
2005-12-05,2005.927447,1.74251164227542e-11,757.828599185337,nan,nan
2005-12-10,2005.941136,1.554913958778953e-11,735.7949114906723,nan,nan
2005-12-15,2005.954825,1.2767144763519113e-11,698.5867544121222,nan,nan
2005-12-20,2005.968515,1.5581344344598593e-11,742.7490727422769,nan,nan
2005-12-25,2005.982204,1.48168146855329e-11,734.3981682265269,nan,nan
2005-12-30,2005.995893,1.8738806950514283e-11,789.6550999212011,nan,nan
2006-01-04,2006.009582,1.5826311024839373e-11,750.4817169039038,nan,nan
2006-01-09,2006.023272,1.3433177459012914e-11,716.5927532730295,nan,nan
2006-01-14,2006.036961,1.273410251774074e-11,705.5757929223835,nan,nan
2006-01-19,2006.050650,1.532000005182337e-11,743.921079919699,nan,nan
2006-01-24,2006.064339,1.6923392872134743e-11,765.8869476476026,nan,nan
2006-01-29,2006.078029,1.3217513686003823e-11,710.8331148666293,nan,nan
2006-02-03,2006.091718,1.1946412566274864e-11,689.3839906345055,nan,nan
2006-02-08,2006.105407,1.1187332257433257e-11,675.2639115676218,nan,nan
2006-02-13,2006.119097,1.227112586700829e-11,691.5166062366018,nan,nan
2006-02-18,2006.132786,1.2679181186476365e-11,696.2301316545768,nan,nan
2006-02-23,2006.146475,1.7180920018339166e-11,758.1724861821696,nan,nan
2006-02-28,2006.160164,1.1359350837584202e-11,672.4752451381571,nan,nan
2006-03-05,2006.173854,1.0983834561059591e-11,663.5934712368285,nan,nan
